periodo,lambda_hora,c,rho_simulado,status_simulado,Wq_simulado_seg,W_simulado_seg,Lq_simulado,L_simulado,tempo_medio_servico_seg,mu_estimado_hora,rho_analitico,status_analitico,Wq_analitico_seg,W_analitico_seg,Lq_analitico,L_analitico,diferenca_Wq_seg,diferenca_W_seg,diferenca_Lq,diferenca_L,erro_percentual_Wq,erro_percentual_W
fora_pico,60.0,1,0.20786166666666675,ESTAVEL,1.5520274901534161,14.02372749015265,0.02586712483589027,0.2337287915025441,12.4717,288.6535115501495,0.2078616666666667,ESTAVEL,1.6363230000862652,14.108023000086265,0.027272050001437752,0.23513371666810443,-0.08429550993284907,-0.08429550993361445,-0.0014049251655474833,-0.0014049251655603168,5.151520202820904,0.5975005139493962
fora_pico,120.0,1,0.4157233333333335,ESTAVEL,4.683741200022553,17.15544120002177,0.1561247066674184,0.5718480400007258,12.4717,288.6535115501495,0.4157233333333334,ESTAVEL,4.436919178984844,16.908619178984843,0.14789730596616146,0.5636206392994948,0.24682202103770834,0.24682202103692674,0.008227400701256937,0.008227400701230958,5.562914515251111,1.4597408482869705
fora_pico,180.0,1,0.6235849999999998,ESTAVEL,10.115153523773849,22.58685352377307,0.5057576761886924,1.1293426761886531,12.4717,288.6535115501495,0.6235850000000001,ESTAVEL,10.330572698351556,22.802272698351555,0.5165286349175778,1.1401136349175778,-0.21541917457770765,-0.2154191745784857,-0.01077095872888545,-0.01077095872892464,2.085258783494955,0.9447267710032211
pico,480.0,1,1.662893333333334,INSTAVEL,6378.538652923665,6391.010352923663,850.4718203898216,852.134713723155,12.4717,288.6535115501495,1.6628933333333336,INSTAVEL,,,,,,,,,,
pico,720.0,1,2.4943399999999993,INSTAVEL,9965.28346807276,9977.755168072757,1993.0566936145515,1995.5510336145512,12.4717,288.6535115501495,2.4943400000000002,INSTAVEL,,,,,,,,,,
pico,960.0,1,3.325786666666668,INSTAVEL,12237.95635566295,12250.428055662947,3263.4550281767865,3266.780814843453,12.4717,288.6535115501495,3.325786666666667,INSTAVEL,,,,,,,,,,
pico,1200.0,1,4.157233333333335,INSTAVEL,13758.31921784911,13770.790917849108,4586.106405949703,4590.263639283035,12.4717,288.6535115501495,4.157233333333334,INSTAVEL,,,,,,,,,,
