modelo,notacao_kendall,periodo,lambda_hora,c,tempo_medio_servico_seg,mu_estimado_hora,rho_medio,Wq_media_seg,Wq_desvio_padrao_seg,W_media_seg,W_desvio_padrao_seg,Lq_media,L_media,utilizacao_media,P95_W_medio_seg,throughput_medio_hora,taxa_fila_media,quantidade_replicas,status_predominante,fator_degradacao_medio,erro_little_L_medio,erro_little_Lq_medio
M/D/c,M/D/c/∞/∞/FIFO,pico,1200,2,12.4717,288.6535115501495,2.0786166666666674,8451.493318620584,147.69733319888493,8463.965018620584,147.69733319888505,2817.1644395401954,2821.321672873528,1.0,14307.00366203952,534.5244444444445,1.0,30,INSTAVEL,667.6755017968485,6.067320680161467,5.999670643877126
M/D/c,M/D/c/∞/∞/FIFO,pico,1200,3,12.4717,288.6535115501495,1.3857444444444438,4361.473611835616,152.07205001316717,4373.945311835616,152.07205001316726,1453.8245372785386,1457.9817706118718,1.000000000000002,7671.699515029725,842.8088888888888,1.0,30,INSTAVEL,345.0364131334473,2.286685398733043,2.213527946908108
M/D/c,M/D/c/∞/∞/FIFO,pico,1200,4,12.4717,288.6535115501495,1.0393083333333337,574.2199216910171,149.92257899752073,586.6916216910162,149.92257899752073,191.40664056367234,195.5638738970054,0.9995918326518397,1003.6225893040996,1148.5866666666664,0.9989663750430111,30,INSTAVEL,46.2808650615615,1.206797724853434,1.1767313381120321
M/D/c,M/D/c/∞/∞/FIFO,pico,1200,5,12.4717,288.6535115501495,0.831446666666667,4.633705215836102,0.47659514561159827,17.105405215835322,0.4765951456116003,1.5445684052787005,5.701801738611773,0.8304880994688243,30.60997881526955,1197.8844444444444,0.5930105104937053,30,ESTAVEL,1.3493510412431493,0.877953755836101,0.8812790543084693
M/D/c,M/D/c/∞/∞/FIFO,pico,1200,8,12.4717,288.6535115501495,0.5196541666666669,0.1458128694034806,0.021484030190205172,12.617512869402699,0.021484030190204104,0.048604289801160196,4.205837623134232,0.520722852122866,13.249902223944533,1201.8844444444444,0.0669007627872182,30,ESTAVEL,0.9953259752341945,0.7392074321760816,0.9527822991742284
M/D/c,M/D/c/∞/∞/FIFO,pico,1200,10,12.4717,288.6535115501495,0.4157233333333335,0.016645353500166132,0.004097899691803472,12.488345353499385,0.004097899691800396,0.005548451166722044,4.162781784499795,0.41619256099654817,12.471700000000055,1200.848888888889,0.010297567808251078,30,ESTAVEL,0.9851366625649117,0.7429646746394425,0.7366666666666694
M/D/c,M/D/c/∞/∞/FIFO,pico,1200,15,12.4717,288.6535115501495,0.2771488888888889,4.6006278911198485e-05,0.0001103847284805234,12.471746006278131,0.00011038472847874067,1.533542630373283e-05,4.157248668759377,0.27787276815620154,12.471700000000055,1202.5733333333333,5.8891128298581946e-05,30,ESTAVEL,0.9838272316467701,1.0407797108256502,0.9222222222222277
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,60,1,12.4717,288.6535115501495,0.20786166666666675,1.5899585632703432,0.2385002379987653,14.069625440690105,0.23950483531812136,0.026499309387839055,0.23449375734483502,0.20706589709035458,22.99368111711315,59.69777777777779,0.204692488848173,30,ESTAVEL,1.1086627306323644,2.775563241908633,2.825306682560771
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,60,2,12.4717,288.6535115501495,0.10393083333333338,0.08564820650773226,0.03988097418161428,12.566133870062957,0.039592037513866994,0.0014274701084622042,0.20943556450104925,0.10526594035559973,12.61342756115474,60.6888888888889,0.020074721414523617,30,ESTAVEL,0.9901901332486721,3.516971881427624,3.789537129625752
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,60,3,12.4717,288.6535115501495,0.06928722222222222,0.004844328362267008,0.009289085709403282,12.485370961191945,0.009967406811551439,8.073880603778347e-05,0.20808951601986572,0.06963030924651423,12.601450097112913,60.22666666666667,0.0016236120308024912,30,ESTAVEL,0.983826152383638,3.7404764244951583,3.0634920634920633
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,60,4,12.4717,288.6535115501495,0.05196541666666669,0.00035568885080940676,0.0019481880704140173,12.48176336207654,0.004382849939446175,5.928147513490112e-06,0.20802938936794232,0.05178982019058807,12.602394101851703,59.71555555555555,7.278020378457059e-05,30,ESTAVEL,0.9835418796641423,3.6599812698135006,1.7777777777777923
